pl_insolerr1,pl_insol,st_tefferr2,dec,pl_radeerr1,pl_orbper,st_raderr2,pl_trandeperr2,st_raderr1,pl_trandep,st_tefferr1,st_teff,pl_eqt,ra,pl_radeerr2,pl_orbpererr1,pl_trandeperr1,st_rad,pl_orbpererr2,pl_rade,pl_insolerr2,disposition,source
0.0,120.549,-127.8,12.167609,0.741939,3.8421028,-0.06,-548.41,0.06,8920.0,127.8,6247.0,923.0,311.306229,-0.741939,0.0003158,548.41,1.32,-0.0003158,13.2581,0.0,FALSE POSITIVE,TESS
0.0,1164.27,-157.0,30.776057,2.90063,1.109435,-0.02,-20361.5,0.02,27240.0,157.0,3613.0,1627.0,303.667055,-2.90063,0.0002011,20361.5,0.49,-0.0002011,10.2843,0.0,FALSE POSITIVE,TESS
0.0,1812.44,-104.8,34.351623,0.769821,2.677573,-0.12,-131.317,0.12,3310.0,104.8,6875.8,1817.0,313.419524,-0.769821,1.8e-05,131.317,2.41,-1.8e-05,14.0246,0.0,CANDIDATE,TESS
0.0,1395.05,-122.0,18.242431,0.0,3.3879742,0.0,-515.465,0.0,9990.0,122.0,6236.0,1702.0,307.099112,0.0,0.0009584,515.465,1.95,-0.0009584,19.4699,0.0,CANDIDATE,TESS
0.0,3094.0780065,-286.1,-22.194298,0.4352956,8.044239,-0.0581056,-26.024817,0.0581056,4937.505363,286.1,9333.0,1902.1841748,130.395919,-0.4352956,8.49e-05,26.024817,2.0411401,-8.49e-05,15.1761031,0.0,FALSE POSITIVE,TESS
0.0,17.2269,-107.1,11.006898,0.571561,0.0,-0.06,-271.976,0.06,3736.0,107.1,6336.8,567.0,324.59941,-0.571561,0.0,271.976,1.48,0.0,10.8653,0.0,CANDIDATE,TESS
0.0,2519.68,-147.0,39.813037,0.883768,1.343636,-0.05,-712.514,0.05,26070.0,147.0,6339.0,1973.0,320.850391,-0.883768,1.4e-06,712.514,1.1,-1.4e-06,18.3699,0.0,CANDIDATE,TESS
0.0,830.151,-165.2,46.817074,0.384434,2.2425137,-0.05,-193.906,0.05,2730.0,165.2,6032.0,1495.0,320.134358,-0.384434,8.3e-06,193.906,1.14,-8.3e-06,6.01656,0.0,CANDIDATE,TESS
0.0,111.259,-157.0,1.293368,1.95241,0.4131063,-0.02,-15347.4,0.02,21940.0,157.0,3621.0,904.0,324.986222,-1.95241,2.79e-05,15347.4,0.5,-2.79e-05,12.2118,0.0,CANDIDATE,TESS
0.0,147.884,-125.9,1.804035,0.680806,2.5784481,-0.06,-541.098,0.06,7620.0,125.9,5512.0,971.0,320.15457,-0.680806,0.0003127,541.098,1.12,-0.0003127,10.3952,0.0,CANDIDATE,TESS
0.0,213.2,-122.0,20.059165,0.0,5.216581,0.0,-663.115,0.0,7060.0,122.0,5248.0,1064.0,321.373881,0.0,0.0022915,663.115,0.96,-0.0022915,8.2634,0.0,CANDIDATE,TESS
0.0,176.156,-182.2,32.50162,0.54134,9.7216312,-0.08,-171.689,0.08,1830.0,182.2,6702.0,1014.0,301.080672,-0.54134,0.000124,171.689,1.7,-0.000124,7.28362,0.0,FALSE POSITIVE,TESS
0.0,1742.51,-717.2,27.326911,0.803365,6.9100016,-0.09,-243.061,0.09,4310.0,717.2,8722.0,1799.0,299.529431,-0.803365,3.91e-05,243.061,2.47,-3.91e-05,15.2568,0.0,CANDIDATE,TESS
0.0,274.056,-130.5,29.818541,0.882413,3.4363074,-0.05,-595.927,0.05,27910.0,130.5,5213.0,1133.0,313.931272,-0.882413,4.5e-06,595.927,0.85,-4.5e-06,14.7953,0.0,CANDIDATE,TESS
0.0,7.64407,-157.0,21.414161,0.467401,4.0331416,-0.02,-2445.95,0.02,37790.0,157.0,3355.0,463.0,328.351781,-0.467401,0.0002239,2445.95,0.48,-0.0002239,9.63078,0.0,CANDIDATE,TESS
0.0,176.652,-237.2,-47.023366,0.408052,39.4718663,-0.05,-28.1661,0.05,7758.0,237.2,10416.0,1015.0,104.74986,-0.408052,9.5e-06,28.1661,1.82,-9.5e-06,16.3498,0.0,CANDIDATE,TESS
0.0,1071.51,-122.0,36.150385,0.0,3.1162505,0.0,-621.717,0.0,11400.0,122.0,6244.0,1593.0,296.46857,0.0,1.77e-05,621.717,1.42,-1.77e-05,15.0692,0.0,CANDIDATE,TESS
0.0,3548.41,-133.3,36.952758,0.938981,2.2377411,-0.12,-245.795,0.12,3640.0,133.3,6148.0,2150.0,296.606916,-0.938981,1.35e-05,245.795,2.46,-1.35e-05,14.7763,0.0,CANDIDATE,TESS
0.0,4792.5,-131.0,34.737492,5.37763,7.1487697,-0.11,-2270.15,0.11,1900.0,131.0,5706.0,2317.0,311.888638,-5.37763,8.07e-05,2270.15,2.35,-8.07e-05,14.1861,0.0,CONFIRMED,TESS
0.0,354.772,-122.4,23.926451,0.752351,5.8311038,-0.1,-137.581,0.1,4240.0,122.4,6390.0,1209.0,320.450532,-0.752351,1.4e-05,137.581,2.29,-1.4e-05,15.2747,0.0,CANDIDATE,TESS
0.0,506.011,-151.4,55.435028,1.00505,4.7264391,-0.11,-306.791,0.11,3150.0,151.4,6132.0,1321.0,302.999561,-1.00505,2.64e-05,306.791,2.37,-2.64e-05,14.0851,0.0,CANDIDATE,TESS
0.0,3796.11,-254.4,37.146334,0.754258,0.9655766,-0.08,-299.993,0.08,3140.0,254.4,7542.0,2186.0,306.988834,-0.754258,2.4e-06,299.993,1.92,-2.4e-06,11.5845,0.0,FALSE POSITIVE,TESS
0.0,280.377,-169.8,19.706749,0.805931,6.3989216,-0.08,-402.612,0.08,3830.0,169.8,6243.0,1139.0,302.761752,-0.805931,3.59e-05,402.612,1.59,-3.59e-05,10.6347,0.0,FALSE POSITIVE,TESS
0.0,63.3289,-168.7,42.50326,0.651861,15.2501659,-0.07,-354.379,0.07,4560.0,168.7,5796.0,785.0,298.214477,-0.651861,0.0001178,354.379,1.44,-0.0001178,9.87708,0.0,CANDIDATE,TESS
0.0,118.916,-126.0,8.849353,1.19727,2.4013188,-0.07,-893.415,0.07,27340.0,126.0,4224.0,919.0,311.21156,-1.19727,0.0001794,893.415,0.72,-0.0001794,12.4643,0.0,CANDIDATE,TESS
0.0,30104.8834446,-134.0,-20.950461,6.6040735,2.5183846,0.0,-30.830702,0.0,616.0227482,134.0,10817.0,3359.5335853,127.222618,-6.6040735,4e-06,30.830702,5.7888398,-4e-06,21.1354407,0.0,FALSE POSITIVE,TESS
0.0,547.695,-122.0,46.758479,0.0,5.9029732,0.0,-730.031,0.0,8450.0,122.0,7142.0,1347.0,313.903317,0.0,3.49e-05,730.031,1.18,-3.49e-05,11.3389,0.0,CANDIDATE,TESS
0.0,1094.98,-153.1,30.687351,0.833721,4.1784844,-0.12,-135.546,0.12,5000.0,153.1,6283.0,1602.0,304.450192,-0.833721,1.1e-05,135.546,2.4,-1.1e-05,15.7612,0.0,CANDIDATE,TESS
0.0,425.174,-126.4,6.152848,1.39117,1.9447712,-0.14,-469.569,0.14,2880.0,126.4,5369.0,1265.0,309.343258,-1.39117,0.0004041,469.569,2.32,-0.0004041,13.5597,0.0,FALSE POSITIVE,TESS
0.0,193.477,-133.9,8.980673,0.586733,0.0,-0.06,-373.352,0.06,7997.0,133.9,5887.0,1039.0,317.926468,-0.586733,0.0,373.352,1.15,0.0,10.6236,0.0,CANDIDATE,TESS
0.0,708.388,-122.0,12.806318,0.0,3.0076713,0.0,-596.816,0.0,10740.0,122.0,5704.0,1437.0,312.780843,0.0,0.0007027,596.816,1.22,-0.0007027,12.7756,0.0,CANDIDATE,TESS
0.0,815.756,-157.0,36.215279,0.420721,0.9965843,-0.02,-1221.79,0.02,14280.0,157.0,3662.0,1488.0,306.50933,-0.420721,1.46e-05,1221.79,0.58,-1.46e-05,6.86149,0.0,CANDIDATE,TESS
0.0,112.177,-130.7,14.618924,0.741725,6.9349089,-0.05,-756.324,0.05,14850.0,130.7,5364.0,906.0,306.840001,-0.741725,0.0009887,756.324,0.94,-0.0009887,11.4838,0.0,CANDIDATE,TESS
0.0,96.5028,-128.7,55.016607,0.673128,9.7884653,-0.1,-183.945,0.1,2590.0,128.7,5369.0,873.0,296.641607,-0.673128,5.62e-05,183.945,1.92,-5.62e-05,10.0684,0.0,CANDIDATE,TESS
0.0,1710.79,-131.2,29.702279,0.785012,0.7835688,-0.06,-648.986,0.06,7440.0,131.2,5932.0,1791.0,315.252899,-0.785012,2.4e-06,648.986,1.28,-2.4e-06,11.8563,0.0,FALSE POSITIVE,TESS
0.0,0.0,0.0,-47.114757,0.0,18.90372,0.0,-3.68583,0.0,24270.0,0.0,0.0,0.0,132.068717,0.0,0.00081,3.68583,0.0,-0.00081,0.0,0.0,FALSE POSITIVE,TESS
0.0,1380.7,-122.0,22.04423,0.0,2.4667486,0.0,-534.144,0.0,7030.0,122.0,5960.0,1698.0,312.316702,0.0,1.11e-05,534.144,2.22,-1.11e-05,18.8159,0.0,CANDIDATE,TESS
0.0,409.941,-120.0,50.507747,0.962172,5.555905,-0.09,-404.155,0.09,3750.0,120.0,5867.0,1253.0,300.768857,-0.962172,3.62e-05,404.155,1.95,-3.62e-05,11.9323,0.0,FALSE POSITIVE,TESS
0.0,1106.76,-182.5,40.302572,0.657524,4.8292589,-0.07,-231.297,0.07,5930.0,182.5,7035.0,1606.0,310.511981,-0.657524,1.58e-05,231.297,1.67,-1.58e-05,13.6377,0.0,CANDIDATE,TESS
0.0,343.055,-123.4,13.129732,0.86953,2.4707357,-0.08,-536.925,0.08,5560.0,123.4,5869.0,1198.0,320.552366,-0.86953,0.0005616,536.925,1.53,-0.0005616,11.779,0.0,CANDIDATE,TESS
0.0,296.507,-35.0,3.185566,0.0,5.6567374,0.0,-866.963,0.0,7790.0,35.0,5975.7,1156.0,316.686735,0.0,0.0029378,866.963,1.57,-0.0029378,13.5941,0.0,CANDIDATE,TESS
0.0,201.365,-123.7,13.840621,0.744185,3.0233509,-0.05,-552.59,0.05,17150.0,123.7,4881.0,1049.0,311.466288,-0.744185,0.0002749,552.59,0.84,-0.0002749,11.3795,0.0,CANDIDATE,TESS
0.0,2467.92,-124.5,17.116416,2.06084,0.6583175,-0.05,-2376.25,0.05,3740.0,124.5,5766.0,1963.0,315.219892,-2.06084,7.97e-05,2376.25,1.08,-7.97e-05,8.31454,0.0,CANDIDATE,TESS
0.0,3082.85,-122.0,24.521157,0.0,2.4515393,0.0,-679.984,0.0,7520.0,122.0,7143.0,2075.0,303.89385,0.0,1.25e-05,679.984,1.32,-1.25e-05,11.6029,0.0,FALSE POSITIVE,TESS
0.0,517.385,-127.2,10.404855,0.896604,4.7729363,-0.1,-331.6,0.1,4300.0,127.2,6269.0,1328.0,314.592827,-0.896604,0.0020072,331.6,1.96,-0.0020072,12.9614,0.0,CANDIDATE,TESS
0.0,2278.83,-407.8,-34.819322,8.87517,8.4915117,-0.43,-1.00177,0.43,40640.0,407.8,9365.0,1924.0,123.581899,-8.87517,3.3e-06,1.00177,4.18,-3.3e-06,87.0155,0.0,FALSE POSITIVE,TESS
0.0,236.125,-122.0,42.754529,0.0,17.2182695,0.0,-488.633,0.0,4810.0,122.0,6330.0,1092.0,297.982441,0.0,0.0004637,488.633,1.29,-0.0004637,8.64247,0.0,FALSE POSITIVE,TESS
0.0,1001.22,-110.3,42.893255,0.751637,4.009823,-0.08,-248.584,0.08,7750.0,110.3,6304.5,1567.0,311.218561,-0.751637,1.17e-05,248.584,1.35,-1.17e-05,12.1613,0.0,CANDIDATE,TESS
0.0,426.677,-120.5,25.113022,1.06344,6.9038328,-0.16,-181.223,0.16,3790.0,120.5,5612.0,1266.0,326.604379,-1.06344,0.0009844,181.223,2.31,-0.0009844,14.2131,0.0,CANDIDATE,TESS
0.0,359.493,-123.9,-8.352445,0.565729,4.3887257,-0.06,-329.426,0.06,5820.0,123.9,5561.0,1213.0,321.897222,-0.565729,0.0009467,329.426,1.13,-0.0009467,8.92241,0.0,CANDIDATE,TESS
0.0,8.90508,-157.0,47.54196,0.600255,12.5482879,-0.02,-2762.31,0.02,49260.0,157.0,3923.0,481.0,314.751697,-0.600255,0.0012589,2762.31,0.59,-0.0012589,13.0082,0.0,FALSE POSITIVE,TESS
0.0,48.4913,-157.0,9.599053,0.601007,2.3682389,-0.02,-3699.72,0.02,48700.0,157.0,3504.0,735.0,325.299511,-0.601007,0.0006554,3699.72,0.49,-0.0006554,10.9197,0.0,CANDIDATE,TESS
0.0,850.594,-221.7,25.167467,0.558434,4.0387941,-0.06,-293.83,0.06,5560.0,221.7,6345.0,1504.0,300.806373,-0.558434,2.22e-05,293.83,1.31,-2.22e-05,9.54371,0.0,CANDIDATE,TESS
0.0,675.543,-126.4,14.563891,0.685824,2.0353259,-0.05,-650.045,0.05,12030.0,126.4,5771.0,1420.0,307.122227,-0.685824,0.0002942,650.045,1.05,-0.0002942,11.6988,0.0,CANDIDATE,TESS
0.0,277.556,-144.0,37.74979,1.00629,4.3686174,-0.12,-316.792,0.12,3730.0,144.0,5393.0,1137.0,317.15771,-1.00629,2.68e-05,316.792,2.13,-2.68e-05,13.2129,0.0,CANDIDATE,TESS
0.0,131.058,-182.5,-25.06947,0.406739,10.4137962,-0.09,-61.983,0.09,1948.0,182.5,6439.3,942.0,125.557166,-0.406739,2.37e-05,61.983,1.97,-2.37e-05,8.3814,0.0,FALSE POSITIVE,TESS
0.0,18.6278,-137.2,2.616271,0.752094,15.4159906,-0.08,-379.99,0.08,4500.0,137.2,6120.0,578.0,312.86048,-0.752094,0.0043856,379.99,1.56,-0.0043856,10.5168,0.0,FALSE POSITIVE,TESS
0.0,788.546,-122.0,19.566441,0.0,5.0114216,0.0,-451.324,0.0,4940.0,122.0,6152.0,1476.0,312.987123,0.0,0.0035527,451.324,2.22,-0.0035527,15.3662,0.0,CANDIDATE,TESS
0.0,261.968,-46.2,-4.447342,0.0,5.2079858,0.0,-835.547,0.0,8550.0,46.2,5204.1,1120.0,319.530766,0.0,0.0030699,835.547,1.79,-0.0030699,16.7817,0.0,CANDIDATE,TESS
0.0,692.888,-125.8,16.654795,0.871884,4.0252588,-0.08,-515.336,0.08,8980.0,125.8,6059.0,1429.0,320.185603,-0.871884,0.0010445,515.336,1.4,-0.0010445,13.4189,0.0,CANDIDATE,TESS
0.0,911.223,-128.4,19.27883,1.03506,6.2043746,-0.14,-241.539,0.14,4380.0,128.4,6122.0,1530.0,314.494487,-1.03506,0.0019373,241.539,2.49,-0.0019373,14.9548,0.0,FALSE POSITIVE,TESS
0.0,134.424,-135.1,12.082556,0.711123,6.1606297,-0.06,-462.434,0.06,10230.0,135.1,6352.0,948.0,313.764992,-0.711123,0.0008487,462.434,1.14,-0.0008487,11.9381,0.0,CANDIDATE,TESS
0.0,157.644,-123.7,15.503079,0.439224,3.8116176,-0.05,-298.672,0.05,6560.0,123.7,5430.0,987.0,308.078444,-0.439224,0.0005676,298.672,0.89,-0.0005676,7.38288,0.0,CANDIDATE,TESS
0.0,1136.26,-123.4,34.34452,0.716047,3.7306955,-0.07,-368.386,0.07,6140.0,123.4,6503.0,1617.0,316.141663,-0.716047,1.89e-05,368.386,1.56,-1.89e-05,12.6264,0.0,CANDIDATE,TESS
0.0,1210.17,-120.0,17.179357,0.713017,3.246565,-0.06,-472.617,0.06,8870.0,120.0,6277.0,1643.0,315.179483,-0.713017,0.0006776,472.617,1.32,-0.0006776,12.5001,0.0,CANDIDATE,TESS
0.0,605.972,-146.7,30.549164,0.964766,4.6079976,-0.08,-543.017,0.08,7730.0,146.7,6662.0,1382.0,302.637399,-0.964766,0.0007923,543.017,1.79,-0.0007923,15.6586,0.0,CANDIDATE,TESS
0.0,0.0,-128.0,-29.714072,9.55057,13.9086,-0.1,-1388.07,0.1,4760.0,128.0,6333.0,0.0,118.059584,-9.55057,0.0,1388.07,2.29,0.0,37.5946,0.0,FALSE POSITIVE,TESS
0.0,1535.28,-137.0,16.450619,0.65892,3.7984372,-0.09,-176.78,0.09,4500.0,137.0,6289.0,1743.0,304.053952,-0.65892,0.0004825,176.78,1.94,-0.0004825,11.9632,0.0,CANDIDATE,TESS
0.0,409.43,-125.9,-7.415145,0.71862,4.2447791,-0.06,-529.907,0.06,5800.0,125.9,5763.0,1253.0,317.473506,-0.71862,0.0010879,529.907,1.24,-0.0010879,9.6255,0.0,CANDIDATE,TESS
0.0,383.536,-123.0,2.857438,0.0,3.1003012,0.0,-1080.19,0.0,11350.0,123.0,6323.0,1232.0,328.165918,0.0,0.0008606,1080.19,1.67,-0.0008606,18.292,0.0,CANDIDATE,TESS
0.0,16.0188,-122.0,53.27722,0.0,5.5901313,0.0,-1409.5,0.0,11420.0,122.0,4743.0,557.0,309.31074,0.0,2.23e-05,1409.5,0.75,-2.23e-05,8.79073,0.0,CANDIDATE,TESS
0.0,292.554,-125.0,-4.741358,1.25324,2.5505105,-0.08,-857.925,0.08,14510.0,125.0,6190.0,1152.0,319.780293,-1.25324,0.000238,857.925,1.59,-0.000238,20.0973,0.0,CANDIDATE,TESS
0.0,171.551,-199.0,48.419551,0.824283,3.0200448,-0.07,-527.75,0.07,10640.0,199.0,5585.0,1008.0,305.795833,-0.824283,4.8e-06,527.75,1.23,-4.8e-06,13.0636,0.0,CANDIDATE,TESS
0.0,10.5716,-122.0,42.667453,0.0,21.0685273,0.0,-917.491,0.0,15800.0,122.0,5403.0,502.0,287.542561,0.0,0.0001195,917.491,1.06,-0.0001195,13.6234,0.0,CANDIDATE,TESS
0.0,249.273,-130.0,28.659226,0.365697,2.260431,-0.06,-187.215,0.06,2680.0,130.0,4452.0,1106.0,303.908842,-0.365697,1.31e-05,187.215,0.74,-1.31e-05,3.92152,0.0,CANDIDATE,TESS
0.0,940.498,-122.0,51.65194,0.0,6.13049,0.0,-203.907,0.0,3640.0,122.0,6078.0,1542.0,294.598841,0.0,3.42e-05,203.907,2.08,-3.42e-05,12.5189,0.0,CANDIDATE,TESS
0.0,77.676157,0.0,-31.60831,0.0,13.9492617,0.0,-227.53995,0.0,7952.4129979,0.0,0.0,757.1670082,123.733512,0.0,4.37e-05,227.53995,0.0,-4.37e-05,0.0,0.0,CANDIDATE,TESS
0.0,961.087,-157.0,47.930643,3.78502,2.8534013,-0.02,-26551.0,0.02,15830.0,157.0,3662.0,1551.0,312.075178,-3.78502,0.000763,26551.0,0.52,-0.000763,11.4232,0.0,FALSE POSITIVE,TESS
0.0,51.7045,-126.1,53.008814,0.280532,11.0771916,-0.05,-187.999,0.05,1920.0,126.1,4738.0,747.0,308.581132,-0.280532,0.000113,187.999,0.69,-0.000113,2.97165,0.0,CANDIDATE,TESS
0.0,2118.23,-195.3,38.239559,1.07674,1.6540803,-0.12,-316.209,0.12,3460.0,195.3,6453.0,1889.0,317.541024,-1.07674,6.4e-06,316.209,2.51,-6.4e-06,15.2145,0.0,FALSE POSITIVE,TESS
0.0,150.132,-93.2,37.717272,0.0,15.7866044,0.0,-558.656,0.0,6960.0,93.2,6237.4,975.0,308.598081,0.0,0.0001787,558.656,1.33,-0.0001787,11.2628,0.0,CANDIDATE,TESS
0.0,133.684,-122.0,17.103875,0.0,5.9404096,0.0,-988.317,0.0,15160.0,122.0,5933.0,947.0,303.74091,0.0,0.0007847,988.317,0.97,-0.0007847,11.945,0.0,CANDIDATE,TESS
0.0,967.25,-122.0,42.611661,0.0,3.3825012,0.0,-223.548,0.0,4430.0,122.0,6117.0,1553.0,289.682998,0.0,1.98e-05,223.548,1.38,-1.98e-05,9.00661,0.0,CANDIDATE,TESS
0.0,2173.06,-128.0,47.323959,0.934238,5.754879,-0.16,-152.868,0.16,1820.0,128.0,6742.0,1902.0,311.805966,-0.934238,7.61e-05,152.868,2.95,-7.61e-05,12.52,0.0,CANDIDATE,TESS
0.0,96.5124,-122.7,18.583431,0.178234,6.9341584,-0.05,-64.7359,0.05,510.0,122.7,5451.0,873.0,336.694607,-0.178234,0.0021504,64.7359,0.87,-0.0021504,2.15853,0.0,CANDIDATE,TESS
0.0,387.637,-122.3,53.639816,0.0981889,1.8826035,-0.05,-16.4819,0.05,337.0,122.3,4996.0,1236.0,321.721228,-0.0981889,4.9e-06,16.4819,0.78,-4.9e-06,1.40901,0.0,CANDIDATE,TESS
0.0,178.535,-122.3,53.639816,0.102243,3.3751374,-0.05,-21.729,0.05,172.0,122.3,4996.0,1018.0,321.721228,-0.102243,3.01e-05,21.729,0.78,-3.01e-05,0.974713,0.0,CANDIDATE,TESS
0.0,170.804,-103.6,-59.302042,0.406298,7.64348,-0.12,-0.799349,0.12,560.0,103.6,6258.1,1007.0,109.783542,-0.406298,6e-05,0.799349,2.94,-6e-05,6.82171,0.0,FALSE POSITIVE,TESS
0.0,0.0,0.0,19.938063,0.0,6.4389303,0.0,-5201.44,0.0,3079.0,0.0,0.0,0.0,332.469256,0.0,2.03e-05,5201.44,0.0,-2.03e-05,0.0,0.0,CANDIDATE,TESS
0.0,932.329,-166.9,43.887339,0.26206,3.1728284,-0.06,-48.7538,0.06,360.0,166.9,6689.0,1539.0,344.175427,-0.26206,3.66e-05,48.7538,1.59,-3.66e-05,3.27956,0.0,CANDIDATE,TESS
0.0,11.5909,-154.9,34.850944,1.05536,45.7138545,-0.12,-208.931,0.12,5549.0,154.9,5513.0,514.0,326.831427,-1.05536,3.92e-05,208.931,2.18,-3.92e-05,17.5122,0.0,CANDIDATE,TESS
0.0,1109.54,-133.7,26.474465,0.552536,7.4924561,-0.12,-91.8947,0.12,694.0,133.7,5242.0,1607.0,333.026487,-0.552536,9.32e-05,91.8947,2.12,-9.32e-05,5.73125,0.0,CANDIDATE,TESS
0.0,51.9069,-145.4,43.938698,0.733103,10.7004569,-0.11,-165.678,0.11,2409.0,145.4,6906.0,747.0,312.029841,-0.733103,1.39e-05,165.678,2.44,-1.39e-05,13.1568,0.0,FALSE POSITIVE,TESS
0.0,517.0065166,-157.0,14.106803,0.1772906,0.5902387,-0.0174113,-57.798515,0.0174113,518.7240999,157.0,3844.0,1216.1685093,355.467833,-0.1772906,8.35e-05,57.798515,0.590924,-8.35e-05,1.6802901,0.0,CANDIDATE,TESS
0.0,104.4129181,-157.0,59.817657,0.9516801,0.9292334,-0.0165041,-3386.5818,0.0165041,45240.8420953,157.0,3207.0,815.2828522,283.317267,-0.9516801,8.12e-05,3386.5818,0.485926,-8.12e-05,10.6079914,0.0,CANDIDATE,TESS
0.0,1493.68,-280.34,39.654557,0.0,3.2520192,0.0,-382.804,0.0,9420.0,280.34,6756.31,1731.0,326.477915,0.0,8.4e-06,382.804,1.28,-8.4e-06,12.5826,0.0,CANDIDATE,TESS
0.0,791.3345542,-147.639,24.24957,1.589122,2.3062125,-0.047598,-53.22851,0.047598,400.6390117,147.639,5816.0,1352.7258275,345.63745,-1.589122,0.0004932,53.22851,0.963996,-0.0004932,2.0651033,0.0,CANDIDATE,TESS
0.0,1747.4150659,-125.384,45.457342,0.8959427,4.4571444,-0.0980906,-103.28215,0.0980906,7175.6801891,125.384,6074.0,1648.9928347,335.51292,-0.8959427,0.0003346,103.28215,2.09465,-0.0003346,18.031156,0.0,CONFIRMED,TESS
0.0,14144.8668844,-129.7,-35.559433,2.3770592,1.5136003,-0.134,-51.541286,0.134,745.1393405,129.7,6017.0,2781.4385255,122.068635,-2.3770592,0.0002192,51.541286,2.93328,-0.0002192,8.3090193,0.0,FALSE POSITIVE,TESS
0.0,1519.96446,-103.038,35.447178,0.6003562,3.076329,-0.0598895,-52.363537,0.0598895,9490.8396842,103.038,6401.79,1592.4951117,343.041493,-0.6003562,5.4e-05,52.363537,1.4311,-5.4e-05,14.2287485,0.0,CONFIRMED,TESS
0.0,197.2074933,-125.748,5.695887,1.4822643,1.617487,-0.0732965,-27.393875,0.0732965,342.1852102,125.748,3900.68,955.7638559,349.216044,-1.4822643,7.6e-06,27.393875,0.70171,-7.6e-06,1.3134056,0.0,CANDIDATE,TESS
0.0,395.0450985,-114.93,29.851994,0.2890385,1.9261183,-0.0348945,-136.45651,0.0348945,3853.8831363,114.93,5383.13,1137.0548605,341.769762,-0.2890385,9.56e-05,136.45651,0.678984,-9.56e-05,4.8624405,0.0,FALSE POSITIVE,TESS
0.0,705.0438271,-115.989,18.39616,0.7174312,4.3226229,-0.0626859,-96.4711,0.0626859,11939.7472843,115.989,5924.0,1314.2372675,347.492802,-0.7174312,0.0001147,96.4711,1.3475699,-0.0001147,15.1546943,0.0,CONFIRMED,TESS
0.0,431.951,-124.391,44.965228,0.752008,3.9816471,-0.06,-368.791,0.06,15590.0,124.391,5771.0,1270.0,339.474237,-0.752008,8.4e-06,368.791,1.14,-8.4e-06,14.4616,0.0,CANDIDATE,TESS
0.0,1118.0567499,-183.861,62.94426,0.6515875,4.2254748,-0.0905428,-90.54007,0.0905428,1577.257225,183.861,5729.0,1474.8087701,324.751784,-0.6515875,0.0003532,90.54007,1.75516,-0.0003532,7.6400361,0.0,CANDIDATE,TESS
0.0,591.3277978,-129.616,16.878856,0.6039479,3.5381039,-0.0510854,-179.25853,0.0510854,11844.6534836,129.616,6084.0,1257.6993121,336.147609,-0.6039479,8.98e-05,179.25853,1.0424401,-8.98e-05,12.0728557,0.0,FALSE POSITIVE,TESS
0.0,50.6698,-128.163,33.823466,0.202791,15.343585,-0.05,-67.8128,0.05,1344.0,128.163,5758.0,743.0,338.574347,-0.202791,6.7e-05,67.8128,0.99,-6.7e-05,3.32532,0.0,CANDIDATE,TESS
0.0,322.574,-128.564,31.353989,0.184916,753.822332,-0.05,-45.6643,0.05,520.0,128.564,5940.0,1180.0,349.267516,-0.184916,0.0002155,45.6643,1.06,-0.0002155,1.90769,0.0,CANDIDATE,TESS
0.0,138.746,-128.564,31.353989,0.171555,9.2152386,-0.05,-46.2636,0.05,695.0,128.564,5940.0,956.0,349.267516,-0.171555,7.42e-05,46.2636,1.06,-7.42e-05,2.47478,0.0,CANDIDATE,TESS
0.0,38.0328101,-130.566,24.889277,1.0425813,7.9192605,-0.0676784,-243.1104,0.0676784,21472.3061237,130.566,4302.0,633.3727192,349.622955,-1.0425813,0.0003439,243.1104,0.758608,-0.0003439,11.5285264,0.0,CONFIRMED,TESS
0.0,85.1668,-77.1,-48.81268,0.5052916,6.5197781,-0.08,-65.6924317,0.08,1290.149756,77.1,4951.7,846.0,133.457963,-0.5052916,1.2e-05,65.6924317,2.65,-1.2e-05,8.5555002,0.0,FALSE POSITIVE,TESS
0.0,174.0322539,-115.719,31.462751,0.8900727,3.0927432,-0.0524523,-199.38875,0.0524523,28695.1012159,115.719,4713.98,926.3544365,348.993046,-0.8900727,5.73e-05,199.38875,0.750341,-5.73e-05,12.6556708,0.0,CONFIRMED,TESS
0.0,1687.7566393,-110.167,30.003448,0.9557893,3.9914012,-0.096392,-101.782585,0.096392,8891.5603147,110.167,6528.05,1634.7344157,322.75454,-0.9557893,0.0001805,101.782585,1.75165,-0.0001805,17.0087765,0.0,CANDIDATE,TESS
0.0,587.098,-100.638,18.884242,0.684714,3.5247546,-0.05,-534.998,0.05,17803.0,100.638,6052.0,1371.0,330.795022,-0.684714,3.4e-06,534.998,1.19,-3.4e-06,16.3776,0.0,CONFIRMED,TESS
0.0,643.751,-130.901,43.659987,0.395425,3.1643744,-0.06,-174.243,0.06,3842.0,130.901,6238.0,1403.0,342.559971,-0.395425,1.04e-05,174.243,1.23,-1.04e-05,6.79941,0.0,CANDIDATE,TESS
0.0,45.5940395,-157.0,7.915601,1.5847855,1.7266943,-0.0111082,-104.95284,0.0111082,1037.7815799,157.0,3487.0,662.7454689,349.765951,-1.5847855,7.1e-06,104.95284,0.371684,-7.1e-06,1.2127014,0.0,CANDIDATE,TESS
