pl_insolerr1,pl_insol,st_tefferr2,dec,pl_radeerr1,pl_orbper,st_raderr2,pl_trandeperr2,st_raderr1,pl_trandep,st_tefferr1,st_teff,pl_eqt,ra,pl_radeerr2,pl_orbpererr1,pl_trandeperr1,st_rad,pl_orbpererr2,pl_rade,pl_insolerr2,disposition,source
5.69,26.05,-131.0,42.610538,1.27,308.255238,-1.672,-53.0,0.523,637.1,83.0,4852.0,576.0,280.99176,-4.07,0.009272,53.0,7.797,-0.009272,18.98,-11.64,FALSE POSITIVE,Kepler
31.72,118.15,-158.0,43.225201,0.12,3.46724809,-0.03,-18.9,0.027,1317.3,178.0,4969.0,841.0,293.40939,-0.14,1.339e-05,18.9,0.543,-1.339e-05,2.52,-25.48,FALSE POSITIVE,Kepler
334.88,393.59,-252.0,46.564838,12.5,7.4413445,-0.183,-40.0,0.34,2234.0,183.0,6540.0,1136.0,287.3717,-6.73,0.0001633,40.0,1.183,-0.0001633,43.5,-153.26,FALSE POSITIVE,Kepler
118.38,190.56,-164.0,43.803532,5.08,4.618309224,-0.07,-20.6,0.163,1191.0,164.0,5452.0,947.0,296.39835,-2.19,7.598e-06,20.6,0.815,-7.598e-06,25.43,-49.64,FALSE POSITIVE,Kepler
2511.6,3136.01,-152.0,47.037449,6.05,0.677761275,-0.078,-8.9,0.233,877.9,152.0,5699.0,1906.0,298.71072,-2.03,5.68e-07,8.9,0.853,-5.68e-07,22.15,-812.63,FALSE POSITIVE,Kepler
630.85,663.42,-210.0,40.650982,13.97,2.845739012,-0.1,-59.0,0.3,24392.0,189.0,5982.0,1294.0,296.67294,-4.66,2.245e-06,59.0,0.96,-2.245e-06,44.7,-201.93,FALSE POSITIVE,Kepler
14.75,7.36,-136.0,42.242031,1.86,175.358905,-1.301,-27.9,1.301,215.0,136.0,5109.0,420.0,292.72238,-1.87,0.004832,27.9,2.02,-0.004832,2.9,-6.52,FALSE POSITIVE,Kepler
6218.02,7152.6,-225.0,47.343262,1.74,0.582895412,-0.128,-9.1,0.299,587.5,169.0,6263.0,2347.0,294.61252,-0.74,2.6e-07,9.1,1.009,-2.6e-07,5.87,-2442.0,CANDIDATE,Kepler
376546.06,369989.68,-46.0,41.934799,3.79,0.496069986,-1.106,-7.1,3.319,128.8,77.0,5096.0,6285.0,292.95416,-1.26,1.637e-06,7.1,8.769,-1.637e-06,10.0,-97509.48,CANDIDATE,Kepler
6.29,21.8,-139.0,40.65416,0.27,12.42618005,-0.052,-16.2,0.052,1522.8,125.0,4624.0,551.0,297.66675,-0.26,9.609e-05,16.2,0.684,-9.609e-05,3.48,-5.33,FALSE POSITIVE,Kepler
250.44,466.32,-159.0,39.672218,3.96,2.189090653,-0.066,-15.8,0.132,1027.1,159.0,5401.0,1185.0,285.89816,-1.97,4.373e-06,15.8,0.777,-4.373e-06,23.25,-119.84,FALSE POSITIVE,Kepler
38.6,105.25,-136.0,41.04073,0.19,5.33905606,-0.072,-31.7,0.072,755.5,151.0,5057.0,817.0,289.8707,-0.2,1.209e-05,31.7,0.704,-1.209e-05,1.9,-29.19,CONFIRMED,Kepler
888.94,1044.18,-223.0,42.348701,0.26,1.99492332,-0.091,-8.8,0.273,77.7,182.0,5957.0,1451.0,291.85974,-0.09,5.113e-05,8.8,0.971,-5.113e-05,0.94,-307.93,FALSE POSITIVE,Kepler
32.71,73.08,-117.0,42.43301,0.39,23.2218115,-0.246,-13.7,0.221,210.4,105.0,5808.0,746.0,291.96069,-0.44,0.0001072,13.7,1.374,-0.0001072,2.42,-27.68,CONFIRMED,Kepler
605.42,638.3,-210.0,46.457142,7.53,3.351573993,-0.161,-337.0,0.322,54546.0,189.0,5984.0,1282.0,295.52621,-3.76,3.36e-06,337.0,1.033,-3.36e-06,24.15,-244.02,FALSE POSITIVE,Kepler
114.24,149.48,-192.0,37.72121,5.86,8.097050622,-0.145,-187.0,0.218,65620.0,192.0,5753.0,891.0,293.44687,-3.89,5.717e-06,187.0,0.894,-5.717e-06,24.01,-57.88,FALSE POSITIVE,Kepler
2273.32,2775.75,-244.0,40.192558,21.38,2.119107262,-0.394,-434.0,0.394,124650.0,177.0,6381.0,1851.0,294.30389,-21.39,2.572e-06,434.0,1.423,-2.572e-06,77.23,-1533.89,FALSE POSITIVE,Kepler
641.99,716.85,-250.0,42.545712,3.85,5.24088367,-0.263,-27.7,0.395,8531.2,181.0,6452.0,1320.0,285.9718,-2.57,2.276e-05,27.7,1.305,-2.276e-05,12.74,-326.64,CANDIDATE,Kepler
8298.21,12704.16,-148.0,42.432911,0.32,0.887691177,-1.022,-2.4,0.511,37.3,181.0,5500.0,2709.0,298.33722,-0.63,3.447e-06,2.4,2.491,-3.447e-06,1.53,-8742.69,FALSE POSITIVE,Kepler
2.01,2.42,-169.0,42.657879,0.69,142.545,-0.078,-68.1,0.233,905.4,169.0,5642.0,318.0,286.4527,-0.23,0.002746,68.1,0.846,-0.002746,2.52,-0.65,CONFIRMED,Kepler
1.41,3.22,-86.0,49.461861,1.73,240.7990472,-0.283,-35.5,0.232,5022.9,78.0,5758.0,342.0,296.66791,-2.11,0.0006333,35.5,1.385,-0.0006333,10.31,-1.3,CONFIRMED,Kepler
173.53,507.14,-167.0,38.282616,3.54,0.888584158,-0.061,-734.0,0.05,412710.0,152.0,4324.0,1211.0,290.99725,-4.33,1.81e-07,734.0,0.616,-1.81e-07,43.7,-155.47,FALSE POSITIVE,Kepler
123.0,434.65,-194.0,50.696388,9.24,0.865959015,-0.04,-656.0,0.03,291270.0,145.0,4561.0,1162.0,290.91916,-12.33,1.53e-07,656.0,0.469,-1.53e-07,144.5,-129.02,FALSE POSITIVE,Kepler
648.46,1414.7,-158.0,39.050152,31.63,0.594276199,-0.065,-1077.0,0.079,220740.0,186.0,4756.0,1564.0,291.49286,-26.01,1.52e-07,1077.0,0.667,-1.52e-07,266.99,-407.97,FALSE POSITIVE,Kepler
77.08,224.31,-164.0,44.718781,2.29,1.527491117,-0.065,-137.0,0.049,33546.0,149.0,4273.0,988.0,300.00583,-3.05,1.278e-06,137.0,0.595,-1.278e-06,27.85,-72.12,FALSE POSITIVE,Kepler
2980.79,4073.9,-154.0,42.613899,0.14,0.566814046,-0.088,-2.7,0.205,42.1,154.0,5724.0,2039.0,291.08887,-0.06,5.293e-06,2.7,0.827,-5.293e-06,0.56,-1157.08,FALSE POSITIVE,Kepler
342.64,1074.84,-157.0,46.125389,3.24,0.61496383,-0.058,-552.0,0.048,358050.0,157.0,4509.0,1460.0,294.35965,-3.92,7.7e-08,552.0,0.663,-7.7e-08,44.79,-298.12,FALSE POSITIVE,Kepler
1.4,1.8,-182.0,40.419441,1.25,161.253747,-0.067,-58.7,0.201,2598.4,182.0,5570.0,295.0,298.94003,-0.41,0.003483,58.7,0.803,-0.003483,4.98,-0.48,FALSE POSITIVE,Kepler
0.0,605.99,0.0,42.727314,0.0,2.974163938,0.0,-1220.0,0.0,90282.0,0.0,5780.0,1266.0,281.43701,0.0,3.612e-06,1220.0,1.0,-3.612e-06,34.74,0.0,FALSE POSITIVE,Kepler
1166.9,6085.07,-242.0,50.021709,31.34,15.84131693,-8.286,-84.7,0.921,2617.7,106.0,4993.0,2252.0,296.61591,-281.9,2.38e-05,84.7,19.695,-2.38e-05,670.04,-4411.12,FALSE POSITIVE,Kepler
201.11,166.78,-150.0,38.23304,0.52,6.13074243,-0.068,-15.9,0.34,146.1,155.0,5741.0,916.0,294.15271,-0.1,6.971e-05,15.9,0.833,-6.971e-05,1.26,-40.26,CANDIDATE,Kepler
167.28,211.08,-188.0,48.16515,1.45,9.2075634,-0.341,-31.1,0.341,1243.1,171.0,5678.0,972.0,288.16251,-1.44,0.0003568,31.1,1.303,-0.0003568,5.5,-110.52,CONFIRMED,Kepler
909.35,1147.44,-188.0,48.16515,0.67,2.5903958,-0.341,-20.6,0.341,330.9,171.0,5678.0,1484.0,288.16251,-0.66,0.0001653,20.6,1.303,-0.0001653,2.55,-600.8,CONFIRMED,Kepler
347.68,438.71,-188.0,48.16515,0.7,5.3235335,-0.341,-26.3,0.341,342.4,171.0,5678.0,1167.0,288.16251,-0.71,0.0005815,26.3,1.303,-0.0005815,2.69,-229.71,CONFIRMED,Kepler
5359.44,5501.14,-243.0,49.792091,13.72,0.831741499,-0.125,-13.6,0.376,1231.1,177.0,6343.0,2198.0,294.75632,-4.57,5.76e-07,13.6,1.14,-5.76e-07,41.62,-1771.08,FALSE POSITIVE,Kepler
246.41,307.65,-147.0,45.13604,0.55,4.44737112,-0.173,-3.0,0.26,224.4,164.0,5472.0,1068.0,284.39655,-0.36,3.358e-05,3.0,0.981,-3.358e-05,2.06,-120.48,FALSE POSITIVE,Kepler
203.95,240.5,-227.0,46.425289,17.85,12.893018017,-0.329,-42.6,0.402,16033.0,181.0,6387.0,1004.0,294.16989,-14.61,5.268e-06,42.6,1.408,-5.268e-06,62.52,-118.29,FALSE POSITIVE,Kepler
93.51,149.44,-149.0,42.303291,0.19,5.44085762,-0.066,-17.4,0.154,137.5,165.0,5519.0,892.0,297.8728,-0.09,4.88e-05,17.4,0.762,-4.88e-05,0.97,-37.7,CANDIDATE,Kepler
719.81,735.27,-243.0,39.801788,20.61,4.532416322,-0.228,-235.0,0.424,34953.0,177.0,6306.0,1328.0,293.08649,-11.08,5.761e-06,235.0,1.281,-5.761e-06,62.25,-310.71,FALSE POSITIVE,Kepler
0.0,0.0,0.0,39.801788,0.0,2.26631937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.08649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FALSE POSITIVE,Kepler
4607.26,5363.78,-241.0,41.138882,16.98,1.160153553,-0.388,-27.0,0.388,12302.0,197.0,6200.0,2183.0,298.65833,-16.98,1.57e-07,27.0,1.382,-1.57e-07,60.47,-2995.93,FALSE POSITIVE,Kepler
10016.94,10499.43,-190.0,43.304451,129.6,4.032760214,-5.996,-93.1,3.228,10803.0,102.0,4969.0,2582.0,295.80582,-240.7,1.924e-06,93.1,9.433,-1.924e-06,378.61,-9306.82,FALSE POSITIVE,Kepler
402.04,452.71,-213.0,41.52578,5.48,3.723552982,-0.104,-373.0,0.259,40143.0,192.0,6063.0,1176.0,290.41669,-2.2,5.973e-06,373.0,0.89,-5.973e-06,18.83,-146.68,FALSE POSITIVE,Kepler
44.19,100.94,-179.0,44.29501,1.77,6.714247798,-0.096,-235.0,0.096,32213.0,179.0,5159.0,809.0,299.08057,-1.78,8.395e-06,235.0,0.8,-8.395e-06,14.78,-33.07,CANDIDATE,Kepler
109.89,375.04,-148.0,42.589321,0.06,2.21396079,-0.088,-19.3,0.059,119.4,148.0,4922.0,1123.0,284.31454,-0.09,2.323e-05,19.3,0.823,-2.323e-05,0.87,-110.31,FALSE POSITIVE,Kepler
5.99,19.29,-151.0,40.566639,0.64,11.35501209,-0.045,-103.0,0.045,19675.0,137.0,4594.0,534.0,291.08334,-0.63,2.156e-05,103.0,0.567,-2.156e-05,8.0,-4.98,FALSE POSITIVE,Kepler
2997.82,3469.7,-182.0,41.947979,14.13,1.195515251,-0.271,-32.6,0.331,8054.4,182.0,6040.0,1959.0,297.54337,-11.58,5.73e-07,32.6,1.155,-5.73e-07,49.33,-1671.32,FALSE POSITIVE,Kepler
1397.75,1403.43,-243.0,40.12492,2.47,2.60720833,-0.179,-21.2,0.417,3149.7,177.0,6366.0,1561.0,290.93671,-1.06,1.819e-05,21.2,1.236,-1.819e-05,7.31,-525.02,CANDIDATE,Kepler
190.8,225.81,-186.0,47.785412,3.83,5.80184753,-0.136,-191.0,0.252,22143.0,186.0,5687.0,989.0,298.77109,-2.06,1.059e-05,191.0,0.921,-1.059e-05,14.0,-82.19,FALSE POSITIVE,Kepler
0.0,815.42,0.0,40.690601,0.0,2.38404983,0.0,-2035.0,0.0,312730.0,0.0,5780.0,1363.0,299.64487,0.0,2.454e-06,2035.0,1.0,-2.454e-06,66.14,0.0,FALSE POSITIVE,Kepler
285.13,322.16,-206.0,43.725361,7.44,5.24078259,-0.092,-11.9,0.276,592.6,169.0,6192.0,1080.0,298.84415,-2.48,1.424e-05,11.9,0.917,-1.424e-05,24.73,-94.41,FALSE POSITIVE,Kepler
588.44,964.18,-174.0,42.833279,0.55,5.26641416,-0.41,-7.2,0.335,223.8,155.0,6338.0,1421.0,293.96725,-0.67,1.418e-05,7.2,1.602,-1.418e-05,2.62,-486.62,FALSE POSITIVE,Kepler
574.04,843.8,-155.0,52.07016,0.35,1.847892736,-0.08,-7.3,0.199,323.3,138.0,5763.0,1374.0,289.84323,-0.15,2.457e-06,7.3,0.842,-2.457e-06,1.51,-224.12,CONFIRMED,Kepler
50.97,235.63,-57.0,45.235371,1.69,0.604358764,-0.038,-212.0,0.031,38731.0,50.0,3569.0,997.0,290.51895,-2.08,1.494e-06,212.0,0.427,-1.494e-06,23.28,-52.27,FALSE POSITIVE,Kepler
426.29,453.61,-305.0,45.145741,26.17,11.3775281,-0.352,-49.3,0.528,1651.3,194.0,6943.0,1177.0,300.19409,-17.44,0.0001111,49.3,1.66,-0.0001111,82.26,-218.3,FALSE POSITIVE,Kepler
0.0,3497.4,0.0,46.598999,0.0,0.7981968,0.0,-684.0,0.0,257620.0,0.0,5780.0,1963.0,296.99054,0.0,2.39e-07,684.0,1.0,-2.39e-07,62.38,0.0,FALSE POSITIVE,Kepler
12169.09,13264.33,-236.0,49.381618,0.82,0.695954898,-0.245,-47.6,0.455,318.1,165.0,6737.0,2740.0,297.13989,-0.45,6.16e-06,47.6,1.425,-6.16e-06,2.58,-5378.02,FALSE POSITIVE,Kepler
0.0,2796.38,0.0,38.272182,0.0,0.948951607,0.0,-1667.0,0.0,458460.0,0.0,5780.0,1853.0,293.24536,0.0,6.24e-07,1667.0,1.0,-6.24e-07,115.31,0.0,FALSE POSITIVE,Kepler
220.77,458.92,-223.0,39.765202,17.33,19.37070781,-1.614,-20.9,0.692,653.2,130.0,5321.0,1180.0,290.1377,-40.41,3.592e-05,20.9,4.335,-3.592e-05,108.54,-306.57,FALSE POSITIVE,Kepler
724.84,2033.61,-117.0,37.76141,9.85,14.46993942,-1.426,-34.8,1.037,1235.3,105.0,4735.0,1713.0,290.22916,-13.53,8.973e-05,34.8,9.043,-8.973e-05,85.84,-728.2,FALSE POSITIVE,Kepler
1011.74,1241.92,-186.0,47.08625,1.36,1.278555003,-0.078,-21.4,0.217,1478.0,186.0,5636.0,1515.0,295.08237,-0.49,7.72e-07,21.4,0.827,-7.72e-07,5.19,-351.19,FALSE POSITIVE,Kepler
1715.86,3973.86,-70.0,48.955372,0.17,1.226223959,-0.294,-3.6,0.221,56.1,79.0,5855.0,2024.0,296.08975,-0.22,4.434e-06,3.6,1.34,-4.434e-06,1.0,-1666.2,CONFIRMED,Kepler
215.14,475.37,-142.0,43.80146,3.73,2.244600029,-0.098,-244.0,0.109,8611.0,158.0,5256.0,1190.0,296.4682,-3.36,3.383e-06,244.0,0.802,-3.383e-06,27.47,-147.09,FALSE POSITIVE,Kepler
2.91,2.91,-211.0,40.605469,15.26,181.8521773,-0.111,-114.0,0.333,27559.0,190.0,6063.0,333.0,287.62381,-5.09,0.0001049,114.0,1.012,-0.0001049,46.38,-0.91,FALSE POSITIVE,Kepler
2.52,2.87,-206.0,44.647598,13.82,223.1127475,-0.145,-61.4,0.315,11539.0,169.0,6211.0,332.0,291.63467,-6.36,0.0002903,61.4,1.056,-0.0002903,46.33,-1.0,FALSE POSITIVE,Kepler
166.39,169.73,-248.0,39.415089,25.67,15.64064161,-0.211,-2745.0,0.457,273310.0,180.0,6517.0,921.0,293.61035,-11.85,2.65e-05,2745.0,1.374,-2.65e-05,77.18,-65.61,FALSE POSITIVE,Kepler
21.91,90.91,-103.0,46.051971,0.05,6.8873113,-0.041,-12.1,0.055,85.3,103.0,5208.0,788.0,299.89651,-0.04,8.943e-05,12.1,0.772,-8.943e-05,0.72,-15.66,CONFIRMED,Kepler
61.6,105.8,0.0,47.343498,0.0,1.103978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.71304,0.0,0.0,0.0,0.0,0.0,0.0,-57.37,FALSE POSITIVE,Kepler
188.94,645.68,-120.0,42.534199,2.01,43.8496474,-2.264,-67.4,0.97,452.3,96.0,4893.0,1286.0,285.99533,-4.68,0.0005295,67.4,10.363,-0.0005295,21.42,-288.59,FALSE POSITIVE,Kepler
10969.14,15978.36,-175.0,42.752918,23.82,0.752158047,-1.158,-59.4,0.496,37879.0,175.0,5770.0,2869.0,297.10815,-55.61,2.31e-07,59.4,2.221,-2.31e-07,106.66,-12742.43,FALSE POSITIVE,Kepler
529.85,547.94,-257.0,45.789822,12.99,3.796488133,-0.108,-18.2,0.324,3007.6,193.0,6137.0,1233.0,295.83008,-4.33,7.908e-06,18.2,1.018,-7.908e-06,40.83,-178.96,FALSE POSITIVE,Kepler
1378.8,3768.37,-434.0,39.15881,14.23,17.7476059,-2.814,-146.0,0.469,877.0,289.0,8992.0,1998.0,295.86945,-85.39,0.0003751,146.0,4.832,-0.0003751,146.63,-3229.1,CANDIDATE,Kepler
793.3,1237.97,-166.0,40.047878,6.76,1.233076007,-0.07,-55.2,0.176,1392.4,149.0,5602.0,1513.0,298.00113,-2.69,2.489e-06,55.2,0.817,-2.489e-06,31.39,-320.37,FALSE POSITIVE,Kepler
143.48,242.54,-141.0,37.96664,107.1,21.5135234,-0.813,-12.3,0.665,1583.8,128.0,5088.0,1006.0,287.46786,-131.0,0.0002714,12.3,3.318,-0.0002714,534.47,-119.0,FALSE POSITIVE,Kepler
66.87,74.47,-261.0,41.968159,0.47,19.4444573,-0.141,-32.1,0.329,182.3,174.0,6278.0,749.0,294.504,-0.2,0.0007355,32.1,1.081,-0.0007355,1.53,-26.96,FALSE POSITIVE,Kepler
294.43,781.99,-138.0,38.670292,2.4,1.1910489,-0.067,-36.8,0.073,1391.1,154.0,5089.0,1348.0,292.922,-2.2,1.188e-06,36.8,0.693,-1.188e-06,22.76,-210.35,FALSE POSITIVE,Kepler
0.0,5820.72,0.0,37.838306,0.0,0.546248198,0.0,-551.0,0.0,114530.0,0.0,5780.0,2227.0,287.13596,0.0,2.5e-07,551.0,1.0,-2.5e-07,54.23,0.0,FALSE POSITIVE,Kepler
75.57,329.49,-100.0,51.06057,0.03,2.18565886,-0.03,-3.9,0.049,35.6,100.0,4997.0,1087.0,287.59009,-0.02,1.714e-05,3.9,0.746,-1.714e-05,0.44,-49.54,CANDIDATE,Kepler
6865.82,10360.38,-212.0,40.56395,19.19,1.811966339,-2.161,-13.1,0.675,408.1,212.0,5904.0,2573.0,299.85965,-61.44,5.659e-06,13.1,3.348,-5.659e-06,95.19,-9235.31,FALSE POSITIVE,Kepler
11.43,11.3,-232.0,42.529202,3.24,66.1539783,-0.111,-157.0,0.333,6951.0,190.0,6077.0,468.0,288.92923,-1.07,0.0004483,157.0,0.999,-0.0004483,9.69,-3.66,FALSE POSITIVE,Kepler
0.13,0.47,-144.0,40.122139,2.0,158.3226379,-0.056,-170.0,0.045,4863.0,118.0,4340.0,211.0,293.07538,-2.49,0.0003002,170.0,0.572,-0.0003002,25.41,-0.14,FALSE POSITIVE,Kepler
156.32,399.84,-101.0,49.89653,0.2,3.93276627,-0.095,-8.4,0.13,234.9,113.0,5688.0,1140.0,289.78052,-0.15,1.18e-05,8.4,0.971,-1.18e-05,1.5,-96.92,CONFIRMED,Kepler
0.78,1.83,-79.0,44.525841,0.45,198.680859,-0.133,-40.7,0.162,645.4,79.0,5330.0,297.0,295.66287,-0.36,0.002424,40.7,1.013,-0.002424,2.79,-0.53,CONFIRMED,Kepler
4886.7,6128.09,-227.0,37.097191,27.04,1.592634161,-0.583,-158.0,0.477,155160.0,181.0,6574.0,2255.0,291.76633,-33.04,7.01e-07,158.0,1.768,-7.01e-07,100.2,-3736.14,FALSE POSITIVE,Kepler
256.93,349.78,-182.0,37.76152,6.51,3.31577795,-0.1,-1158.0,0.199,94567.0,182.0,5528.0,1104.0,290.32596,-3.27,1.292e-05,1158.0,0.849,-1.292e-05,27.77,-111.66,FALSE POSITIVE,Kepler
0.0,603.02,0.0,38.929794,0.0,2.990252395,0.0,-523.0,0.0,216440.0,0.0,5780.0,1264.0,287.75238,0.0,2.332e-06,523.0,1.0,-2.332e-06,89.85,0.0,FALSE POSITIVE,Kepler
1696.75,1661.27,-211.0,41.823719,177.4,2.08043378,-0.13,-28.4,0.389,6861.2,173.0,6377.0,1629.0,299.02432,-59.31,1.521e-06,28.4,1.119,-1.521e-06,510.48,-526.99,FALSE POSITIVE,Kepler
0.0,308.53,0.0,37.707237,0.0,4.944046127,0.0,-228.0,0.0,112500.0,0.0,5780.0,1069.0,292.69629,0.0,2.712e-06,228.0,1.0,-2.712e-06,54.29,0.0,FALSE POSITIVE,Kepler
220.25,259.97,-186.0,40.861271,12.21,4.464565251,-0.08,-301.0,0.241,74112.0,169.0,5743.0,1024.0,299.54694,-4.05,3.168e-06,301.0,0.853,-3.168e-06,43.21,-72.82,FALSE POSITIVE,Kepler
543.35,919.42,-185.0,37.848949,6.61,1.523298835,-0.107,-1573.0,0.147,195070.0,204.0,5311.0,1404.0,290.17883,-4.82,5.079e-06,1573.0,0.866,-5.079e-06,38.95,-306.55,FALSE POSITIVE,Kepler
2860.44,5689.3,-262.0,51.271549,6.08,3.539631353,-0.947,-7.3,0.406,1229.7,214.0,7021.0,2214.0,290.43008,-14.17,1.19e-06,7.3,2.629,-1.19e-06,39.34,-3689.15,FALSE POSITIVE,Kepler
114.06,143.74,-186.0,40.366982,54.97,6.195861785,-0.069,-49.5,0.207,3509.8,186.0,5608.0,883.0,296.63696,-18.32,6.905e-06,49.5,0.813,-6.905e-06,215.89,-38.56,FALSE POSITIVE,Kepler
3854.73,3193.9,-153.0,42.570709,0.32,0.566805514,-0.12,-6.2,0.36,85.3,168.0,5115.0,1920.0,290.96289,-0.11,4.746e-06,6.2,0.917,-4.746e-06,0.82,-1057.2,FALSE POSITIVE,Kepler
83.05,94.86,-284.0,42.260509,6.36,27.961084,-0.268,-70.1,0.403,6268.2,189.0,6770.0,796.0,291.38675,-4.23,0.0003978,70.1,1.361,-0.0003978,21.5,-43.32,FALSE POSITIVE,Kepler
9.23,9.83,-150.0,49.169899,11.74,186.5168116,-2.183,-58.3,0.936,5752.4,150.0,5018.0,452.0,295.08725,-27.38,0.0001585,58.3,2.99,-0.0001585,37.5,-9.2,FALSE POSITIVE,Kepler
13.13,14.53,-342.0,46.122673,22.12,197.1455327,-0.396,-121.0,0.593,5664.0,200.0,7214.0,498.0,294.67377,-14.77,0.0003018,121.0,1.935,-0.0003018,72.16,-6.96,FALSE POSITIVE,Kepler
0.0,6002.61,0.0,50.067093,0.0,0.532087933,0.0,-763.0,0.0,510370.0,0.0,5780.0,2247.0,296.96957,0.0,6.6e-08,763.0,1.0,-6.6e-08,74.83,0.0,FALSE POSITIVE,Kepler
94.54,217.46,-138.0,51.026321,3.05,3.204222652,-0.059,-23.8,0.096,898.4,153.0,5139.0,979.0,291.04214,-1.88,6.329e-06,23.8,0.741,-6.329e-06,23.55,-52.26,FALSE POSITIVE,Kepler
0.0,4267.13,0.0,46.45676,0.0,0.687898282,0.0,-298.0,0.0,293500.0,0.0,5780.0,2062.0,282.1741,0.0,1.03e-07,298.0,1.0,-1.03e-07,55.58,0.0,FALSE POSITIVE,Kepler
239.17,457.16,-147.0,46.306061,3.2,2.178154774,-0.05,-8.9,0.117,662.6,163.0,5515.0,1180.0,288.00998,-1.37,2.707e-06,8.9,0.712,-2.707e-06,19.46,-102.44,FALSE POSITIVE,Kepler
2645.15,3078.85,-173.0,44.663319,9.07,0.99466172,-0.212,-81.8,0.291,1370.5,173.0,5750.0,1898.0,300.439,-6.61,2.535e-06,81.8,1.021,-2.535e-06,31.84,-1368.19,FALSE POSITIVE,Kepler
0.59,0.74,-172.0,38.751259,7.68,359.00688,-0.075,-76.9,0.224,2015.8,155.0,5715.0,237.0,291.18866,-2.57,0.0177,76.9,0.834,-0.0177,28.57,-0.2,FALSE POSITIVE,Kepler
6021.02,9805.45,-175.0,39.370789,0.29,1.138548215,-0.527,-2.5,0.351,66.2,175.0,6520.0,2537.0,285.14658,-0.45,2.701e-06,2.5,1.713,-2.701e-06,1.45,-5589.86,CONFIRMED,Kepler
496.61,2437.81,-108.0,44.981426,83.62,121.0598037,-12.074,-113.0,3.019,1563.0,88.0,3942.0,1792.0,300.4682,-334.4,0.000776,113.0,60.688,-0.000776,1680.99,-1038.03,FALSE POSITIVE,Kepler
4541.99,5166.26,-206.0,42.223511,0.16,0.721335207,-0.096,-3.3,0.289,31.8,158.0,6328.0,2162.0,293.66803,-0.05,3.43e-06,3.3,0.948,-3.43e-06,0.54,-1510.77,FALSE POSITIVE,Kepler
285.91,392.7,-155.0,49.637299,0.46,3.28274272,-0.087,-5.3,0.202,292.8,155.0,5741.0,1136.0,289.86264,-0.19,1.313e-05,5.3,0.82,-1.313e-05,1.85,-111.45,FALSE POSITIVE,Kepler
2262.19,2707.51,-202.0,47.986469,0.81,1.231361934,-0.173,-9.6,0.281,471.0,184.0,6095.0,1839.0,290.27328,-0.5,2.19e-06,9.6,1.016,-2.19e-06,2.93,-1078.63,FALSE POSITIVE,Kepler
12.38,15.69,-227.0,41.420158,0.59,89.7224125,-0.274,-10.8,0.335,263.7,181.0,6429.0,508.0,284.978,-0.48,0.0007862,10.8,1.262,-0.0007862,2.21,-7.36,CONFIRMED,Kepler
18.97,89.24,-82.0,44.132381,0.08,7.12766417,-0.039,-16.6,0.055,229.2,82.0,5159.0,784.0,298.97217,-0.06,3.986e-05,16.6,0.821,-3.986e-05,1.21,-13.31,CONFIRMED,Kepler
8071.5,12956.98,-350.0,41.82198,71.1,2.080431782,-0.532,-756.0,0.435,894200.0,233.0,8344.0,2719.0,299.02353,-86.96,3.98e-07,756.0,2.115,-3.98e-07,345.7,-6841.87,FALSE POSITIVE,Kepler
726.26,739.8,-218.0,42.372631,0.31,3.52364689,-0.12,-10.3,0.361,74.2,174.0,6269.0,1330.0,298.72821,-0.11,4.354e-05,10.3,1.085,-4.354e-05,0.94,-231.84,CANDIDATE,Kepler
5562.93,6116.99,-250.0,43.477112,36.39,1.157804607,-0.293,-369.0,0.439,605710.0,181.0,6510.0,2255.0,297.18048,-24.29,1.54e-07,369.0,1.425,-1.54e-07,118.11,-2816.53,FALSE POSITIVE,Kepler
58.51,70.59,-196.0,40.288132,6.3,19.979098,-0.253,-104.0,0.309,38418.0,178.0,5907.0,739.0,299.15503,-5.17,2.758e-05,104.0,1.126,-2.758e-05,22.98,-33.52,FALSE POSITIVE,Kepler
9162.75,12427.14,-307.0,41.621681,32.6,1.433262401,-0.643,-1342.0,0.468,428560.0,230.0,7311.0,2691.0,299.24063,-44.8,6.32e-07,1342.0,1.959,-6.32e-07,136.47,-7703.34,FALSE POSITIVE,Kepler
52.99,60.38,-232.0,40.925449,14.29,23.8706941,-0.224,-66.8,0.336,6386.3,189.0,6022.0,711.0,285.8418,-9.53,0.0003386,66.8,1.166,-0.0003386,49.6,-26.7,FALSE POSITIVE,Kepler
35.67,147.95,-103.0,46.051971,0.04,4.78850084,-0.041,-10.7,0.055,66.5,103.0,5208.0,889.0,299.89651,-0.04,6.031e-05,10.7,0.772,-6.031e-05,0.63,-25.49,CANDIDATE,Kepler
14254.39,11897.94,-164.0,42.583359,0.43,0.566769068,-0.746,-4.3,0.61,40.0,164.0,5496.0,2661.0,291.0571,-0.51,6.334e-06,4.3,1.533,-6.334e-06,1.06,-9120.08,FALSE POSITIVE,Kepler
