koi_depth_err1,koi_period,koi_period_err2,koi_depth_err2,koi_teq_err1,koi_steff_err2,koi_disposition,koi_steff_err1,koi_steff,koi_prad_err2,koi_insol_err1,koi_teq_err2,koi_teq,koi_insol_err2,koi_prad_err1,koi_srad_err2,source,koi_insol,koi_prad,koi_srad_err1,koi_depth,koi_period_err1,koi_srad
2.84121,5.6155837,-6.36e-05,-2.84121,0.0,-125.3,CANDIDATE,125.3,5998.0,-0.462072,0.0,0.0,1394.0,0.0,0.462072,-0.07,TESS,627.845,7.87868,0.07,2690.0,6.36e-05,1.51
2.63721,3.3133491,-1.96e-05,-2.63721,0.0,-131.0,CANDIDATE,131.0,6690.0,-0.788645,0.0,0.0,1790.0,0.0,0.788645,-0.08,TESS,1705.48,14.7466,0.08,8900.0,1.96e-05,1.56
1234.38,3.7462806,-6.9e-06,-1234.38,0.0,0.0,CANDIDATE,0.0,5737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS,819.165,17.5312,0.0,6670.0,6.9e-06,1.12
2.78513,2.7674682,-1.85e-05,-2.78513,0.0,-134.4,CANDIDATE,134.4,5890.0,-0.662179,0.0,0.0,1539.0,0.0,0.662179,-0.08,TESS,932.409,11.0509,0.08,5740.0,1.85e-05,1.41
3.71993,1.8641295,-3.6e-06,-3.71993,0.0,-135.2,CANDIDATE,135.2,5293.0,-0.469238,0.0,0.0,1162.0,0.0,0.469238,-0.06,TESS,302.749,6.95296,0.06,4130.0,3.6e-06,1.02
6.79235,4.132031,-1.48e-05,-6.79235,0.0,-551.2,CANDIDATE,551.2,5657.6,-0.704389,0.0,0.0,823.0,0.0,0.704389,-0.1,TESS,76.3127,3.73783,0.1,4220.0,1.48e-05,0.53
1174.0449,10.0550764,-4.1e-05,-1174.0449,0.0,-123.0,CANDIDATE,123.0,5960.0,-16.799604,0.0,0.0,986.030109,0.0,16.799604,0.0,TESS,223.3992486,20.5931944,0.0,13107.7141418,4.1e-05,1.31971
1.44436,4.1394473,-1.65e-05,-1.44436,0.0,0.0,CANDIDATE,0.0,6014.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS,454.749,12.776,0.0,4070.0,1.65e-05,1.96
4.31232,3.146714,-9.8e-06,-4.31232,0.0,-123.0,CANDIDATE,123.0,5197.0,0.0,0.0,0.0,1067.0,0.0,0.0,0.0,TESS,215.374,12.1786,0.0,7360.0,9.8e-06,1.37
6.38738,4.2955192,-1.55e-05,-6.38738,0.0,-130.2,CANDIDATE,130.2,5875.0,-0.705699,0.0,0.0,1162.0,0.0,0.705699,-0.05,TESS,302.917,13.6703,0.05,20630.0,1.55e-05,0.95
8.7276,2.9075077,-2.32e-05,-8.7276,0.0,-132.1,CANDIDATE,132.1,5709.0,-0.730569,0.0,0.0,1421.0,0.0,0.730569,-0.06,TESS,677.605,12.0308,0.06,10020.0,2.32e-05,1.18
143.137,20.5020769,-0.0009525,-143.137,0.0,-122.0,CANDIDATE,122.0,4511.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,TESS,66.4002,11.7145,0.0,17680.0,0.0009525,0.78
5.05855,7.0327412,-2.83e-05,-5.05855,0.0,-122.9,CANDIDATE,122.9,5021.0,-0.713274,0.0,0.0,802.0,0.0,0.713274,-0.05,TESS,68.7158,11.4154,0.05,17290.0,2.83e-05,0.83
3.10775,1.5265889,-1.8e-06,-3.10775,0.0,-127.4,CANDIDATE,127.4,4887.0,-0.845252,0.0,0.0,1239.0,0.0,0.845252,-0.05,TESS,391.362,12.3611,0.05,23630.0,1.8e-06,0.77
23.5802,3.2464257,-0.0013149,-23.5802,0.0,-122.0,CANDIDATE,122.0,5729.0,0.0,0.0,0.0,1156.0,0.0,0.0,0.0,TESS,297.123,12.7086,0.0,8430.0,0.0013149,1.35
149.64746,0.4191451,-1.53e-05,-149.64746,0.0,-5290.1,CANDIDATE,5290.1,5430.0,-5.6110053,0.0,0.0,2800.0152156,0.0,5.6110053,-0.151077,TESS,14526.5528051,6.1769613,0.151077,1898.2608647,1.53e-05,1.39542
436.44336,4.4781603,-1.02e-05,-436.44336,0.0,-133.7,CANDIDATE,133.7,6074.0,-0.8076569,0.0,0.0,1247.1537636,0.0,0.8076569,-0.0626834,TESS,571.7432004,9.2972393,0.0626834,4339.8345448,1.02e-05,1.20333
4.82731,3.8348994,-4.51e-05,-4.82731,0.0,-162.9,CANDIDATE,162.9,5849.3,0.0,0.0,0.0,1354.0,0.0,0.0,0.0,TESS,559.599,10.5061,0.0,4600.0,4.51e-05,1.56
1.81506,9.3108074,-0.0001245,-1.81506,0.0,-130.0,CANDIDATE,130.0,6243.0,-0.583801,0.0,0.0,1193.0,0.0,0.583801,-0.1,TESS,336.791,10.1812,0.1,2860.0,0.0001245,1.89
4.23056,3.502221,-1.07e-05,-4.23056,0.0,-126.1,CANDIDATE,126.1,5983.0,-0.772629,0.0,0.0,1339.0,0.0,0.772629,-0.06,TESS,533.699,14.1347,0.06,13290.0,1.07e-05,1.21
16.982,0.8102219,-6.2e-06,-16.982,0.0,-129.7,CANDIDATE,129.7,6329.0,-0.987824,0.0,0.0,1685.0,0.0,0.987824,-0.1,TESS,1338.85,7.01523,0.1,820.0,6.2e-06,2.03
3.34068,2.7022764,-1.07e-05,-3.34068,0.0,-137.3,CANDIDATE,137.3,5969.0,-0.811737,0.0,0.0,1536.0,0.0,0.811737,-0.07,TESS,925.842,15.3559,0.07,11200.0,1.07e-05,1.43
10.2883,2.0325685,-5.1e-06,-10.2883,0.0,-128.1,CANDIDATE,128.1,4950.0,-0.831526,0.0,0.0,1014.0,0.0,0.831526,-0.06,TESS,175.933,11.846,0.06,18260.0,5.1e-06,0.85
2.45352,2.7176413,-1.2e-05,-2.45352,0.0,-122.0,CANDIDATE,122.0,6567.0,0.0,0.0,0.0,1775.0,0.0,0.0,0.0,TESS,1649.78,17.2275,0.0,12100.0,1.2e-05,1.52
8.1561,1.4338615,-2.3e-06,-8.1561,0.0,-157.0,CANDIDATE,157.0,3913.0,-0.429787,0.0,0.0,989.0,0.0,0.429787,-0.02,TESS,158.892,12.3818,0.02,31360.0,2.3e-06,0.67
12.1058,1.4259934,-1.23e-05,-12.1058,0.0,-133.0,CANDIDATE,133.0,5955.0,-0.957302,0.0,0.0,1530.0,0.0,0.957302,-0.09,TESS,910.147,12.6369,0.09,4670.0,1.23e-05,1.75
53.571136,5.7042858,-1.85e-05,-53.571136,0.0,-123.1,CONFIRMED,123.1,5560.5,-1.8882914,0.0,0.0,1249.9428806,0.0,1.8882914,-0.0831859,TESS,576.8749367,5.0247868,0.0831859,940.986289,1.85e-05,1.61148
2.77136,3.910946,-2.9e-05,-2.77136,0.0,-132.0,FALSE POSITIVE,132.0,5642.0,-0.617883,0.0,0.0,1315.0,0.0,0.617883,-0.08,TESS,497.733,10.6878,0.08,5210.0,2.9e-05,1.54
17.5968,9.0653768,-0.0020656,-17.5968,0.0,0.0,CANDIDATE,0.0,5302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS,27.2384,9.03928,0.0,8550.0,0.0020656,0.95
384.16196,4.2545208,-0.0004338,-384.16196,0.0,-122.0,CANDIDATE,122.0,5674.0,-0.9229758,0.0,0.0,1320.6930092,0.0,0.9229758,0.0,TESS,718.999383,13.8532978,0.0,9168.7791674,0.0004338,1.43536
5.66874,2.589659,-0.0008789,-5.66874,0.0,-122.0,CANDIDATE,122.0,6650.0,0.0,0.0,0.0,1905.0,0.0,0.0,0.0,TESS,2190.57,14.9823,0.0,7430.0,0.0008789,1.75
4.36992,2.5658729,-0.0002602,-4.36992,0.0,-95.2,CANDIDATE,95.2,5003.0,-0.641276,0.0,0.0,1206.0,0.0,0.641276,-0.05,TESS,351.223,14.4803,0.05,10050.0,0.0002602,1.39
10.1677,3.4379994,-0.0010391,-10.1677,0.0,-123.0,CANDIDATE,123.0,6193.0,0.0,0.0,0.0,1637.0,0.0,0.0,0.0,TESS,1192.84,13.3167,0.0,8370.0,0.0010391,1.44
7.23767,5.9493696,-0.0012285,-7.23767,0.0,-131.1,CANDIDATE,131.1,5590.0,-0.715727,0.0,0.0,1091.0,0.0,0.715727,-0.06,TESS,235.266,11.8844,0.06,10370.0,0.0012285,1.15
2.04432,3.9349141,-1.18e-05,-2.04432,0.0,-122.0,CANDIDATE,122.0,6200.0,0.0,0.0,0.0,1586.0,0.0,0.0,0.0,TESS,1051.8,14.3155,0.0,7660.0,1.18e-05,1.61
20.1009,3.0537856,-4.7e-06,-20.1009,0.0,-128.1,CANDIDATE,128.1,6103.0,-1.11704,0.0,0.0,1369.0,0.0,1.11704,-0.07,TESS,583.27,17.9453,0.07,12440.0,4.7e-06,1.46
20.24,2.9264345,-0.001539,-20.24,0.0,-122.0,CANDIDATE,122.0,5121.0,0.0,0.0,0.0,1353.0,0.0,0.0,0.0,TESS,557.455,6.98436,0.0,7890.0,0.001539,0.8
296.66782,4.2794669,-3.1e-06,-296.66782,0.0,-123.7,CANDIDATE,123.7,4314.0,-0.874558,0.0,0.0,750.296567,0.0,0.874558,-0.061892,TESS,74.8950024,9.0099926,0.061892,17011.2798568,3.1e-06,0.703041
2.76886,6.6926834,-6.33e-05,-2.76886,0.0,-124.6,CANDIDATE,124.6,5918.0,-0.559269,0.0,0.0,1421.0,0.0,0.559269,-0.08,TESS,678.724,9.62132,0.08,3180.0,6.33e-05,1.75
3.79618,5.451593,-4.83e-05,-3.79618,0.0,-127.7,CANDIDATE,127.7,5773.0,-0.681171,0.0,0.0,1231.0,0.0,0.681171,-0.09,TESS,359.92,11.1974,0.09,3490.0,4.83e-05,1.87
16.8136,1.5570251,-4e-06,-16.8136,0.0,-126.5,CANDIDATE,126.5,5590.0,-0.887735,0.0,0.0,1644.0,0.0,0.887735,-0.08,TESS,1213.68,10.9349,0.08,4220.0,4e-06,1.5
6.40775,8.6187455,-2.25e-05,-6.40775,0.0,-137.4,CANDIDATE,137.4,7400.0,-0.903963,0.0,0.0,1011.0,0.0,0.903963,-0.09,TESS,173.998,15.6647,0.09,3430.0,2.25e-05,2.37
3.97136,3.4930546,-1.12e-05,-3.97136,0.0,-132.6,CANDIDATE,132.6,5986.0,-0.745237,0.0,0.0,1400.0,0.0,0.745237,-0.07,TESS,639.317,13.1021,0.07,7980.0,1.12e-05,1.42
3.29594,2.025289,-2.4e-06,-3.29594,0.0,-144.7,CANDIDATE,144.7,5297.4,-0.846774,0.0,0.0,1349.0,0.0,0.846774,-0.06,TESS,550.936,12.3405,0.06,18480.0,2.4e-06,0.86
1.82467,3.8780401,-1.08e-05,-1.82467,0.0,-135.6,FALSE POSITIVE,135.6,5617.0,-0.491188,0.0,0.0,1380.0,0.0,0.491188,-0.06,TESS,602.229,8.5758,0.06,5030.0,1.08e-05,1.15
6.54987,3.8784358,-0.0002987,-6.54987,0.0,-122.0,CANDIDATE,122.0,5636.0,0.0,0.0,0.0,1169.0,0.0,0.0,0.0,TESS,310.093,11.8812,0.0,9620.0,0.0002987,1.14
3.03167,7.4832824,-1.57e-05,-3.03167,0.0,-126.3,CANDIDATE,126.3,5306.0,-0.728209,0.0,0.0,939.0,0.0,0.728209,-0.06,TESS,129.267,12.264,0.06,12910.0,1.57e-05,1.06
17.9205,2.4843369,-2.34e-05,-17.9205,0.0,-122.0,FALSE POSITIVE,122.0,5608.0,0.0,0.0,0.0,991.0,0.0,0.0,0.0,TESS,160.141,8.59746,0.0,4450.0,2.34e-05,1.76
15.5008,1.3828196,-3.6e-06,-15.5008,0.0,-122.0,CANDIDATE,122.0,6362.0,0.0,0.0,0.0,1567.0,0.0,0.0,0.0,TESS,1001.35,15.7062,0.0,10030.0,3.6e-06,1.45
3124.71,4.8435717,-3.35e-05,-3124.71,0.0,-122.0,FALSE POSITIVE,122.0,5552.0,0.0,0.0,0.0,1429.0,0.0,0.0,0.0,TESS,693.687,15.3767,0.0,6120.0,3.35e-05,1.01
10.815,1.3677581,-0.0002321,-10.815,0.0,-139.3,CANDIDATE,139.3,5355.0,-0.770331,0.0,0.0,1376.0,0.0,0.770331,-0.07,TESS,596.492,11.144,0.07,5840.0,0.0002321,1.37
1.42963,5.2330803,-1.32e-05,-1.42963,0.0,-128.0,CANDIDATE,128.0,6375.0,-0.636417,0.0,0.0,1567.0,0.0,0.636417,-0.07,TESS,1001.08,12.7241,0.07,6900.0,1.32e-05,1.49
10.7271,4.0668012,-1.85e-05,-10.7271,0.0,-122.0,CANDIDATE,122.0,5789.0,0.0,0.0,0.0,1129.0,0.0,0.0,0.0,TESS,270.456,10.2315,0.0,10210.0,1.85e-05,0.98
3.00726,2.9519989,-1.09e-05,-3.00726,0.0,-131.8,CANDIDATE,131.8,6136.0,-0.804949,0.0,0.0,1660.0,0.0,0.804949,-0.08,TESS,1262.03,15.6964,0.08,8270.0,1.09e-05,1.73
33.5861,0.5438807,-4.38e-05,-33.5861,0.0,-122.0,FALSE POSITIVE,122.0,5259.0,0.0,0.0,0.0,1655.0,0.0,0.0,0.0,TESS,1246.75,6.46581,0.0,3390.0,4.38e-05,0.98
7.51073,0.77685,-3e-05,-7.51073,0.0,-133.3,CONFIRMED,133.3,5190.0,-0.350139,0.0,0.0,2240.0,0.0,0.350139,-0.06,TESS,4180.32,3.28324,0.06,830.0,3e-05,0.96
7.00738,2.625748,-1.93e-05,-7.00738,0.0,-113.7,CANDIDATE,113.7,6693.0,-0.874559,0.0,0.0,1950.0,0.0,0.874559,-0.1,TESS,2401.54,12.4597,0.1,4650.0,1.93e-05,1.89
0.392199,3.6525305,-7.52e-05,-0.392199,0.0,-129.2,CONFIRMED,129.2,5930.0,-0.716888,0.0,0.0,1553.0,0.0,0.716888,-0.07,TESS,967.919,14.7302,0.07,9770.0,7.52e-05,1.47
4.06663,1.0571733,-2.4e-06,-4.06663,0.0,-130.1,CANDIDATE,130.1,6307.0,-1.13779,0.0,0.0,1901.0,0.0,1.13779,-0.21,TESS,2168.84,12.0066,0.21,2140.0,2.4e-06,2.53
226.274,3.0223957,-7e-06,-226.274,0.0,-124.1,FALSE POSITIVE,124.1,4653.0,-1.4904,0.0,0.0,1477.0,0.0,1.4904,-0.05,TESS,791.733,11.507,0.05,14800.0,7e-06,0.75
4.81704,2.8090597,-1.23e-05,-4.81704,0.0,-129.2,CANDIDATE,129.2,5852.0,-0.69344,0.0,0.0,1568.0,0.0,0.69344,-0.07,TESS,1004.86,12.0828,0.07,6430.0,1.23e-05,1.52
3.29977,1.0664194,-1.8e-06,-3.29977,0.0,-122.0,CANDIDATE,122.0,5897.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,TESS,2742.65,14.3422,0.0,14350.0,1.8e-06,1.18
1.94359,4.1794516,-1.62e-05,-1.94359,0.0,-125.9,CANDIDATE,125.9,6151.0,-0.725707,0.0,0.0,1488.0,0.0,0.725707,-0.1,TESS,815.017,13.3164,0.1,4480.0,1.62e-05,1.96
2.37491,10.1923252,-0.0001567,-2.37491,0.0,-132.8,CANDIDATE,132.8,5767.0,-0.346144,0.0,0.0,1209.0,0.0,0.346144,-0.06,TESS,355.136,5.40312,0.06,1730.0,0.0001567,1.28
0.497057,5.0648278,-5.4e-06,-0.497057,0.0,-127.4,CANDIDATE,127.4,6411.0,-0.610454,0.0,0.0,1452.0,0.0,0.610454,-0.06,TESS,738.156,13.6307,0.06,9920.0,5.4e-06,1.34
102.16418,3.7852328,-1.7e-05,-102.16418,0.0,-129.2,CANDIDATE,129.2,6150.0,-0.3589693,0.0,0.0,1288.0445455,0.0,0.3589693,-0.0535025,TESS,650.4958544,4.7864833,0.0535025,1338.8791278,1.7e-05,1.1289999
7.05463,1.0815202,-1.7e-06,-7.05463,0.0,-133.8,CANDIDATE,133.8,6260.0,-1.0167,0.0,0.0,1712.0,0.0,1.0167,-0.09,TESS,1428.47,17.3782,0.09,9050.0,1.7e-06,1.78
7.1664,2.0180196,-3.4e-06,-7.1664,0.0,-131.1,CONFIRMED,131.1,5544.0,-0.698399,0.0,0.0,1330.0,0.0,0.698399,-0.05,TESS,520.136,12.168,0.05,15190.0,3.4e-06,0.96
6.66582,1.9242952,-0.0002792,-6.66582,0.0,-126.2,CANDIDATE,126.2,6324.3,-0.94611,0.0,0.0,1965.0,0.0,0.94611,-0.07,TESS,2478.4,16.9815,0.07,12690.0,0.0002792,1.48
4.40374,2.265394,-0.000567,-4.40374,0.0,-128.3,CANDIDATE,128.3,5568.0,-1.03445,0.0,0.0,1757.0,0.0,1.03445,-0.14,TESS,1585.08,12.6882,0.14,4540.0,0.000567,1.86
14.4777,1.2436504,-3.8e-06,-14.4777,0.0,-122.0,CANDIDATE,122.0,6070.0,0.0,0.0,0.0,1494.0,0.0,0.0,0.0,TESS,828.458,11.1385,0.0,7630.0,3.8e-06,1.18
599.159,1.4893582,-4.7e-06,-599.159,0.0,-126.3,CANDIDATE,126.3,6208.0,-3.03828,0.0,0.0,1850.0,0.0,3.03828,-0.05,TESS,1946.1,12.5424,0.05,8600.0,4.7e-06,1.11
14.695,8.6369598,-3.96e-05,-14.695,0.0,-137.5,CANDIDATE,137.5,6040.0,-0.783856,0.0,0.0,1275.0,0.0,0.783856,-0.05,TESS,439.615,13.0862,0.05,13620.0,3.96e-05,1.04
2.59435,5.9709305,-1.1e-05,-2.59435,0.0,-126.0,CANDIDATE,126.0,5748.0,-0.622648,0.0,0.0,1021.0,0.0,0.622648,-0.05,TESS,180.951,12.3371,0.05,11800.0,1.1e-05,1.09
56.303,2.3651663,-0.0010118,-56.303,0.0,-123.0,FALSE POSITIVE,123.0,5805.0,0.0,0.0,0.0,1504.0,0.0,0.0,0.0,TESS,851.541,19.4747,0.0,15360.0,0.0010118,1.51
405.136,3.2229781,-0.0011213,-405.136,0.0,-139.9,CANDIDATE,139.9,5488.0,-2.97346,0.0,0.0,1875.0,0.0,2.97346,-0.07,TESS,2054.13,14.58,0.07,9310.0,0.0011213,1.29
5.65744,2.1917701,-9.4e-06,-5.65744,0.0,-123.0,CANDIDATE,123.0,7222.0,0.0,0.0,0.0,2126.0,0.0,0.0,0.0,TESS,3396.72,20.1864,0.0,11650.0,9.4e-06,1.84
600.394,4.8692603,-0.0013765,-600.394,0.0,-124.0,CANDIDATE,124.0,4323.0,-1.96147,0.0,0.0,1067.0,0.0,1.96147,-0.06,TESS,215.764,6.32448,0.06,5510.0,0.0013765,0.7
3.55194,3.0591641,-2.76e-05,-3.55194,0.0,-290.5,FALSE POSITIVE,290.5,4999.4,-0.460945,0.0,0.0,1928.0,0.0,0.460945,-0.07,TESS,2296.74,7.01214,0.07,2110.0,2.76e-05,1.59
2.67833,2.6156239,-1.2e-05,-2.67833,0.0,-132.8,CANDIDATE,132.8,7002.0,-0.214842,0.0,0.0,1614.0,0.0,0.214842,-0.03,TESS,1128.14,4.05281,0.03,2340.0,1.2e-05,0.83
27.7901,1.26092,-0.0004,-27.7901,0.0,-75.2,FALSE POSITIVE,75.2,5875.0,-0.678134,0.0,0.0,2344.0,0.0,0.678134,-0.03,TESS,5014.81,8.46782,0.03,4825.94,0.0004,1.11
6.99303,2.2358979,-1.14e-05,-6.99303,0.0,-119.1,CANDIDATE,119.1,4793.8,-0.345418,0.0,0.0,1505.0,0.0,0.345418,-0.06,TESS,851.912,3.28794,0.06,610.0,1.14e-05,0.9
1.68729,4.311529,-0.0001052,-1.68729,0.0,-134.5,CANDIDATE,134.5,6777.0,-1.57675,0.0,0.0,1217.0,0.0,1.57675,-0.15,TESS,364.211,15.9679,0.15,9820.0,0.0001052,1.57
21.79,13.8198702,-0.0001136,-21.79,0.0,-127.2,CANDIDATE,127.2,5598.0,-0.228983,0.0,0.0,896.0,0.0,0.228983,-0.1,TESS,107.236,3.09224,0.1,328.0,0.0001136,1.96
7.37223,4.6658007,-3.3e-06,-7.37223,0.0,-197.0,CONFIRMED,197.0,6365.0,-0.11227,0.0,0.0,1068.0,0.0,0.11227,-0.05,TESS,216.429,2.17821,0.05,565.0,3.3e-06,1.02
11.2249,8.8176457,-8.1e-06,-11.2249,0.0,-197.0,CANDIDATE,197.0,6365.0,-0.123182,0.0,0.0,847.0,0.0,0.123182,-0.05,TESS,85.6924,2.36114,0.05,645.0,8.1e-06,1.02
77.516205,46.3810093,-0.0005605,-77.516205,0.0,-111.3,CANDIDATE,111.3,6307.9,-1.758012,0.0,0.0,695.647218,0.0,1.758012,-0.072387,TESS,55.3448497,5.7534556,0.072387,1108.3541952,0.0005605,1.69625
0.726227,15.6600896,-0.0001737,-0.726227,0.0,-134.1,CANDIDATE,134.1,6257.0,-0.143654,0.0,0.0,904.0,0.0,0.143654,-0.05,TESS,110.915,2.14305,0.05,400.0,0.0001737,1.13
1.63314,2.9122454,-1.7e-05,-1.63314,0.0,-137.6,CANDIDATE,137.6,5466.0,-0.341509,0.0,0.0,1509.0,0.0,0.341509,-0.08,TESS,862.596,5.08343,0.08,1210.0,1.7e-05,1.46
105.75453,2.6535777,-0.0003826,-105.75453,0.0,-156.255,FALSE POSITIVE,156.255,8037.0,-2.0409603,0.0,0.0,2138.3618868,0.0,2.0409603,-0.0645226,TESS,4941.3523429,6.685956,0.0645226,1446.2753601,0.0003826,1.70185
7.18568,8.8088443,-3.58e-05,-7.18568,0.0,-235.3,FALSE POSITIVE,235.3,8072.0,-0.583036,0.0,0.0,1985.0,0.0,0.583036,-0.05,TESS,2579.38,10.7596,0.05,3550.0,3.58e-05,1.58
38.1702,15.8118347,-9.87e-05,-38.1702,0.0,-49.9,CANDIDATE,49.9,5746.7,-0.144711,0.0,0.0,807.0,0.0,0.144711,-0.05,TESS,70.4363,2.24252,0.05,601.0,9.87e-05,1.01
415.368,17.7082945,-0.0002741,-415.368,0.0,-158.5,FALSE POSITIVE,158.5,7859.0,-1.73563,0.0,0.0,881.0,0.0,1.73563,-0.1,TESS,100.109,11.7171,0.1,2341.0,0.0002741,2.8
281.152,18.0953159,-4.48e-05,-281.152,0.0,-102.5,CONFIRMED,102.5,6509.8,-0.700945,0.0,0.0,688.0,0.0,0.700945,-0.08,TESS,37.2117,12.0619,0.08,3176.0,4.48e-05,1.8
113.04359,5.8769438,-0.0001851,-113.04359,0.0,-133.1,CONFIRMED,133.1,5805.0,-0.6777663,0.0,0.0,1212.8090781,0.0,0.6777663,-0.0721859,TESS,511.3176191,12.3925008,0.0721859,7168.7849256,0.0001851,1.4484
98.452286,5.3928876,-4.02e-05,-98.452286,0.0,-133.3,CANDIDATE,133.3,5970.0,-0.5904292,0.0,0.0,1212.9987503,0.0,0.5904292,-0.0624095,TESS,511.6375558,12.0135136,0.0624095,7447.1137923,4.02e-05,1.3179801
385.328,8.4562659,-1.27e-05,-385.328,0.0,0.0,CANDIDATE,0.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TESS,833.599,17.3093,0.0,8430.0,1.27e-05,1.3
628.747,7.2611991,-8.63e-05,-628.747,0.0,-131.5,CANDIDATE,131.5,6702.0,-5.05852,0.0,0.0,1628.0,0.0,5.05852,-0.08,TESS,1167.97,15.4357,0.08,3980.0,8.63e-05,1.82
3340.78,6.87168,-0.00112,-3340.78,0.0,-57.0,FALSE POSITIVE,57.0,5446.0,-8.47293,0.0,0.0,1230.0,0.0,8.47293,-0.03,TESS,380.128,28.967,0.03,39248.4,0.00112,1.33
2.01559,2.3506831,-1.23e-05,-2.01559,0.0,-131.1,CANDIDATE,131.1,6589.0,-0.352356,0.0,0.0,1832.0,0.0,0.352356,-0.06,TESS,1871.52,6.39563,0.06,1940.0,1.23e-05,1.47
121.39443,3.5071842,-0.0002187,-121.39443,0.0,0.0,CANDIDATE,0.0,7462.0,-0.3421159,0.0,0.0,1716.6692962,0.0,0.3421159,0.0,TESS,2055.0809424,11.2416379,0.0,3155.9223023,0.0002187,1.85807
21.0504,6.534605,-5.91e-05,-21.0504,0.0,-130.3,CANDIDATE,130.3,5826.0,-0.940269,0.0,0.0,1001.0,0.0,0.940269,-0.07,TESS,167.262,12.2512,0.07,6530.0,5.91e-05,1.41
4.96657,2.6543295,-4.3e-06,-4.96657,0.0,-122.0,CANDIDATE,122.0,7517.0,0.0,0.0,0.0,2022.0,0.0,0.0,0.0,TESS,2779.92,23.745,0.0,18470.0,4.3e-06,1.71
6.87011,1.2368321,-1.05e-05,-6.87011,0.0,-136.0,FALSE POSITIVE,136.0,6117.0,-0.583536,0.0,0.0,2135.0,0.0,0.583536,-0.08,TESS,3451.44,7.3968,0.08,1930.0,1.05e-05,1.59
439.223,4.7260751,-5.19e-05,-439.223,0.0,-122.0,CANDIDATE,122.0,7311.0,0.0,0.0,0.0,2218.0,0.0,0.0,0.0,TESS,4023.58,14.7931,0.0,6910.0,5.19e-05,1.55
1167.7,0.5241284,-2.1e-06,-1167.7,0.0,-135.1,FALSE POSITIVE,135.1,5860.0,-7.37714,0.0,0.0,3137.0,0.0,7.37714,-0.1,TESS,16094.6,16.7968,0.1,2400.0,2.1e-06,1.95
118.47936,2.6101478,-1.12e-05,-118.47936,0.0,-103.6,CANDIDATE,103.6,5320.0,-0.8425055,0.0,0.0,2540.3396841,0.0,0.8425055,-0.118834,TESS,9842.1090407,15.9448335,0.118834,2843.8872049,1.12e-05,2.6926401
4.11024,1.6117444,-5.8e-06,-4.11024,0.0,-134.5,FALSE POSITIVE,134.5,6056.0,-0.421165,0.0,0.0,1502.0,0.0,0.421165,-0.06,TESS,847.062,6.63491,0.06,3120.0,5.8e-06,1.14
0.921726,5.36777,-1e-05,-0.921726,0.0,-138.0,CONFIRMED,138.0,6561.0,-0.695606,0.0,0.0,1456.0,0.0,0.695606,-0.08,TESS,747.132,14.2607,0.08,6650.0,1e-05,1.72
16.9985,3.3630421,-1.65e-05,-16.9985,0.0,-122.0,FALSE POSITIVE,122.0,5982.0,0.0,0.0,0.0,1323.0,0.0,0.0,0.0,TESS,509.118,20.7277,0.0,20990.0,1.65e-05,1.42
0.698202,4.4575332,-1.7e-05,-0.698202,0.0,-74.0,CANDIDATE,74.0,6289.3,-0.656022,0.0,0.0,1742.0,0.0,0.656022,-0.11,TESS,1531.89,12.6057,0.11,2900.0,1.7e-05,2.16
551.2085,9.7325799,-6.09e-05,-551.2085,0.0,-155.4,CANDIDATE,155.4,6300.4,-1.73638,0.0,0.0,1051.8831808,0.0,1.73638,-0.0852562,TESS,289.3283868,14.8778005,0.0852562,11099.2665877,6.09e-05,1.3728499
2.26688,1.8592079,-6.3e-06,-2.26688,0.0,-135.8,CANDIDATE,135.8,7257.0,-2.18195,0.0,0.0,2004.0,0.0,2.18195,-0.37,TESS,2679.45,16.4056,0.37,3150.0,6.3e-06,2.82
5.96474,2.2623261,-1.14e-05,-5.96474,0.0,-131.1,FALSE POSITIVE,131.1,5786.0,-0.341372,0.0,0.0,1819.0,0.0,0.341372,-0.04,TESS,1819.52,4.86815,0.04,2940.0,1.14e-05,0.89
20.3194,0.8855539,-0.0001508,-20.3194,0.0,-135.2,CANDIDATE,135.2,6446.0,-0.606624,0.0,0.0,1811.0,0.0,0.606624,-0.05,TESS,1788.08,5.05228,0.05,1900.0,0.0001508,1.13
1.96129,0.845657,-0.0002605,-1.96129,0.0,-49.4,FALSE POSITIVE,49.4,4969.9,0.0,0.0,0.0,1929.0,0.0,0.0,0.0,TESS,2301.5,8.90314,0.0,390.0,0.0002605,4.52
2.83645,1.680148,-5.9e-06,-2.83645,0.0,-327.0,FALSE POSITIVE,327.0,5750.5,-0.62366,0.0,0.0,1364.0,0.0,0.62366,-0.11,TESS,575.779,9.76407,0.11,1420.0,5.9e-06,2.35
7.32169,6.73069,-0.00072,-7.32169,0.0,-96.2,FALSE POSITIVE,96.2,6048.2,-0.857494,0.0,0.0,1288.0,0.0,0.857494,-0.05,TESS,457.721,22.1494,0.05,14721.7,0.00072,1.66
